Pincode,State,District,District V2,City,Zone,Type,Rank,SPOC,All Channels ( Salaried ),Embedded,DSA SENP L2
516217,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516218,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516227,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516228,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516233,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516237,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516247,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516257,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516259,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516267,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516268,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516269,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516270,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516289,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516293,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516309,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516310,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516311,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516312,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516321,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516329,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516330,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516339,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516349,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516350,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516355,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516356,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516359,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516360,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516361,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516362,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516380,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516390,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516391,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516396,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516401,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516411,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516421,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516431,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516432,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516433,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516434,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516439,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516444,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516454,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516464,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516474,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516484,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516501,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516502,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516503,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516504,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
516505,Andhra Pradesh,Cuddapah,Cuddapah,Cuddapah,South,EPL - New Locations,57,Amit Rai,Live,Live,Live
534001,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534002,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534003,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534004,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534005,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534006,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534007,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534101,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534102,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534111,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534112,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534122,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534123,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534124,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534126,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534134,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534145,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534146,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534156,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534165,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534166,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534176,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534186,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534195,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534196,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534197,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534198,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534199,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534201,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534202,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534204,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534206,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534207,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534208,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534209,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534210,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534211,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534215,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534216,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534217,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534218,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534222,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534225,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534227,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534229,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534230,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534235,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534236,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534237,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534238,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534239,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534240,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534243,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534244,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534245,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534247,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534250,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534260,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534265,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534266,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534267,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534268,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534269,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534275,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534280,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534281,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534301,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534302,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534305,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534311,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534312,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534313,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534316,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534320,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534324,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534326,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534327,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534328,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534329,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534330,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534331,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534338,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534340,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534341,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534342,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534350,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534401,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534406,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534411,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534416,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534425,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534426,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534427,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534432,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534435,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534437,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534442,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534444,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534447,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534449,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534450,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534451,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534452,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534455,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534456,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534460,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534462,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534467,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
534475,Andhra Pradesh,West Godavari,West Godavari,Eluru,South,EPL - Old Locations,41,Amit Rai,Live,Live,Live
522001,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522002,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522003,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522004,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522005,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522006,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522007,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522008,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522009,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522010,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522015,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522016,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522017,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522018,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522019,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522020,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522022,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522034,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522101,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522102,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522111,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522112,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522113,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522123,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522124,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522201,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522202,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522203,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522211,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522212,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522213,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522233,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522234,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522235,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522236,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522237,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522238,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
522256,Andhra Pradesh,Guntur,Guntur,Guntur,South,EPL - Old Locations,16,Amit Rai,Live,Live,Live
